osmid,unique_id,element_type,amenity,compressed_air,name,opening_hours,geometry_polygon,check_date,denomination,religion,access,capacity,fee,parking,toilets:disposal,wheelchair,barrier,bus,note,public_transport,cuisine,internet_access,addr:city,addr:housenumber,addr:street,phone,smoking,stars,wikidata,description,addr:district,addr:full,addr:province,addr:subdistrict,ele,isced:level,ref,source,brand,brand:wikidata,brand:wikipedia,drive_through,name:ja,operator,outdoor_seating,takeaway,contact:facebook,name:es,name:fr,addr:postcode,email,name:en,alt_name,level,website,indoor_seating,internet_access:fee,fax,url,studio,internet_access:ssid,fuel:octane_80,fuel:octane_91,atm,cash_in,addr:country,contact:phone,contact:website,social_facility,addr:housename,addr:block,addr:neighbourhood,addr:plot,fuel:diesel,currency:PEN,currency:USD,shop,automated,self_service,fuel:lpg,fuel:octane_84,fuel:octane_90,fuel:octane_94,name:ko,highway,cuisine:en,cuisine:es,diet:vegan,diet:vegetarian,name:de,contact:email,building:levels,delivery,backrest,short_name,bar,charge,addr:state,opening_hours:covid19,name:he,name:zh,air_conditioning,payment:cash,payment:credit_cards,man_made,name:nl,organic,old_name,ref:category,ref:microred,ref:red,contact:twitter,start_date,diet:gluten_free,diet:chicken,diet:fish,diet:healthy,diet:meat,diet:organic,diet:rice,diet:seafood,payment:american_express,payment:apple_pay,payment:coins,payment:contactless,payment:debit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,payment:visa_debit,toilets,tourism,description:en,material,seats,building,fixme,changing_table,supervised,toilets:access,toilets:paper_supplied,unisex,healthcare,female,male,toilets:position,check_date:opening_hours,post_box:type,cafe,int_name,internet_access:type,phone:PE,operator:type,bicycle_parking,school,dispensing,colour,operator:wikidata,addr:suburb,recycling:plastic_bottles,brewery,microbrewery,location,recycling_type,real_fire,street_vendor,highchair,parking:fee,social_facility:for,opening_hours:signed,object:city,object:street,covered,nodes,wikipedia,ele:source,height,emergency,nohousenumber,maxstay,government,office,shelter_type,place,roof:colour,healthcare:speciality,official_name,official_name:en,official_name:es,historic,roof:shape,smoothness,surface,layer,contact:pinterest,contact:youtube,full_name,orientation,ways,type,isPoint,geometry,gtransporte_osmid,gtransporte_dist
6419896267,node/6419896267,node,atm,,BCP,,POINT (-71.9791577 -13.5179375),2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9791577 -13.5179375),30983679,0.0011706463385710547
6421693488,node/6421693488,node,car_wash,,TO’MY CAR CUSCO,,POINT (-71.97287919999999 -13.5322069),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97287919999999 -13.5322069),30985367,0.0014904682116731029
6433318885,node/6433318885,node,cafe,,,,POINT (-71.9741994 -13.5233323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,Coffee Bubble Tea,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9741994 -13.5233323),30970417,0.0002755492877855961
6441666585,node/6441666585,node,restaurant,,Hanz craft beer restaurant,,POINT (-71.97860369999999 -13.5159386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97860369999999 -13.5159386),30983668,0.0021971606882633045
6441666586,node/6441666586,node,restaurant,,Rucula,,POINT (-71.9783821 -13.5153403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9783821 -13.5153403),30972890,0.0024907674520048217
6455474485,node/6455474485,node,cafe,,Dufrappe,,POINT (-71.9047192 -13.558764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9047192 -13.558764),3707280168,0.00810521989461172
6463301094,node/6463301094,node,bar,,Muse,,POINT (-71.97695830000001 -13.5164677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97695830000001 -13.5164677),30983949,0.0008398690374114115
6465738588,node/6465738588,node,bus_station,,Colectivo a Curahuasi Abancay,,POINT (-71.98661300000001 -13.5161676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98661300000001 -13.5161676),30986586,0.00037937063672005566
6465938686,node/6465938686,node,bus_station,,Kimbiri,,POINT (-71.9846711 -13.5267534),,,,,,,,,limited,,,,,,,,,Avenida Antonio Lorena,+51 927670019,,,,Autos a Quillabamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9846711 -13.5267534),444056867,0.00012791657437074004
6465941686,node/6465941686,node,bus_station,,Turismo Sambaray,,POINT (-71.9850613 -13.5266257),,,,,,,,,,,,,,,,,,,+51 984194285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9850613 -13.5266257),4328706294,0.000142223380630501
6465941687,node/6465941687,node,dentist,,Medic’s Dent,,POINT (-71.94232510000001 -13.5285063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.94232510000001 -13.5285063),10565758722,0.0006452297885242362
6481692585,node/6481692585,node,cafe,,,,POINT (-71.9762365 -13.5186697),,,,,,,,,,,,,,,,,320,Maruri,,,,,,,,,,,,,,,,,,,,,,,,,,,Catfetin Cat Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קטפטין קפה חתולים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9762365 -13.5186697),410904038,0.0007257250167900566
6503067579,node/6503067579,node,restaurant,,Mirador San Cris Restobar,Mo-Su 09:00-23:00,POINT (-71.97905660000001 -13.5112502),,,,,,,,,,,,,,,,,650,Pumacuro,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97905660000001 -13.5112502),30966142,0.002972269254297793
6509816085,node/6509816085,node,restaurant,,el extraño - espagueti con lomo a la huancaina,,POINT (-71.9729684 -13.5156378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9729684 -13.5156378),30984045,0.0020345713307740715
6514193408,node/6514193408,node,bench,,,,POINT (-71.9799094 -13.5203018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9799094 -13.5203018),30983241,0.00010339613146480781
6514194122,node/6514194122,node,restaurant,,Pizza Aventura,,POINT (-71.9791171 -13.5219483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9791171 -13.5219483),30983350,9.650642465743827e-05
6514194198,node/6514194198,node,bench,,,,POINT (-71.98551430000001 -13.5145291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98551430000001 -13.5145291),6086693679,8.097215571559126e-05
6515785485,node/6515785485,node,clinic,,Odontotal,24/7,POINT (-71.9719422 -13.5232503),2023-08-03,,,,,,,,,,,,,,wlan,,221,Avenida Huascar,+51 84 245564,,,,,,,,,,,,,,,,,,Carlos Cordova,,,,,,08200,carloscordova1@hotmail.com,,,,http://odontotal.com.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9719422 -13.5232503),3738278171,0.00022889844909745936
6522082986,node/6522082986,node,toilets,,,,POINT (-71.9823545 -13.5186555),,,,,,no,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9823545 -13.5186555),30983353,0.0010594546238541563
6522082987,node/6522082987,node,restaurant,,Emperador Grill Restaurat,,POINT (-71.97991620000001 -13.5173963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97991620000001 -13.5173963),30983679,0.00034728161483193955
6522224085,node/6522224085,node,restaurant,,UFO Asian Food,,POINT (-71.97267119999999 -13.5168274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97267119999999 -13.5168274),30984045,0.0020386938809029906
6533758690,node/6533758690,node,restaurant,,Chicharronería Restaurant El Rey,"PH,Mo-Su 08:00-17:30",POINT (-71.9766193 -13.5192255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sumac restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9766193 -13.5192255),410904038,0.0003733335773803612
6545874397,node/6545874397,node,bench,,,,POINT (-71.974124 -13.5137556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.974124 -13.5137556),4458678020,0.0013821947076997295
6548778785,node/6548778785,node,bar,,El Huarique,,POINT (-71.9741336 -13.5147009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9741336 -13.5147009),5310407103,0.0019836965619746834
6551231786,node/6551231786,node,cafe,,acai,,POINT (-71.9756192 -13.5157634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9756192 -13.5157634),5310407103,0.0006607372397562603
6555378241,node/6555378241,node,parking,,,,POINT (-72.0325553 -13.4987497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-72.0325553 -13.4987497),6555378241,0.0
6564855985,node/6564855985,node,cafe,,Waykiss - restaurant cafe,,POINT (-71.9764121 -13.5147852),,,,,,,,,,,,,,breakfast;crepe;coffee_shop;international;local;peruvian;tea;sandwich,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,Waykiss - restaurante café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9764121 -13.5147852),5310407103,0.0019163976962053501
6577820288,node/6577820288,node,restaurant,,Chifa Villa Wo,Mo-Su 12:00-22:30,POINT (-71.951097 -13.5261336),,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.951097 -13.5261336),1007569859,0.00023270174042981342
6577820385,node/6577820385,node,restaurant,,Cappriccio,Mo-Su 10:00-22:00,POINT (-71.94841270000001 -13.5253026),,,,,,,,,,,,,,pizza;burger;cake;pasta,,,,,,,,,,,,,,,,,,,,,,,,no,,,Restaurante y Pasteleria Capriccio,,,,Restaurant and Cake shop Capriccio,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.94841270000001 -13.5253026),31003258,0.0013264765357895677
6577820585,node/6577820585,node,restaurant,,Pizzeria Napolitana,Mo-Su 18:00-22:00,POINT (-71.95038390000001 -13.5263838),,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.95038390000001 -13.5263838),2640595373,0.0004918590245186514
6620845185,node/6620845185,node,restaurant,,La Casa de Yudy,,POINT (-71.983391 -13.5161349),,,,,,,,,,,,,,,,,457,Meloq,+51 986889409,,,,,,,,,,,,,,,,,,,,,,,,,lacasadeyudy@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.983391 -13.5161349),10553281328,0.0004702582269390963
6647839996,node/6647839996,node,restaurant,,La culture de manger,,POINT (-71.98396320000001 -13.5172336),,,,,,,,,,,,,,peruvian;french,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98396320000001 -13.5172336),30986590,0.00040808570177963406
6665994585,node/6665994585,node,school,,,Mo-Su 09:00-18:00,POINT (-71.9815912 -13.5172924),,,,,,,,,,,,,,,,,268,Calle Granada,+51 982700971,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/CUSCO-gastronomic-TOURS-and-cooking-CLASS-787083888359959/,Aventura Culinaria en Cusco y clases de cocina,,,yohonronal@gmail.com,Cusco Gastronomic Tours and Cooking Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9815912 -13.5172924),30983669,0.0002475502575247341
6668272921,node/6668272921,node,waste_basket,,,,POINT (-71.9848715 -13.5080119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9848715 -13.5080119),30972892,0.003232902488477806
6678059585,node/6678059585,node,cafe,,Dufrapé,,POINT (-71.9032046 -13.5370892),,,,,,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9032046 -13.5370892),440521660,0.00023847215770410804
6681783586,node/6681783586,node,clinic,,Clinica SOS,,POINT (-71.9638278 -13.5311552),,,,,,,,,,,,,,,wlan,,,Avenida Las Gardenias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080015116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9638278 -13.5311552),30970738,0.000890590096508492
6704434386,node/6704434386,node,restaurant,,Jardin Organiko,,POINT (-71.9740968 -13.5164527),,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9740968 -13.5164527),30984045,0.0006559689093272542
6710995786,node/6710995786,node,clinic,,Clínica de Salud Mental Luis Estrada de los Ríos,Mo-Su 08:00-16:00,POINT (-71.86462210000001 -13.5517333),,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,UAC,,,,,,,,Mental Health Clinic Luis Estrada de los Ríos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.86462210000001 -13.5517333),3739432970,0.001535878152719496
6711098685,node/6711098685,node,restaurant,,Picol,,POINT (-71.8669156 -13.5515221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.8669156 -13.5515221),5599321698,0.0008772778636209387
6717379185,node/6717379185,node,restaurant,,Inma Maki,Mo-Sa 00:00-21:00,POINT (-71.9768495 -13.5214174),,,,,,,,,,,,,,japanese,wlan,,495,San Andrés,+51 966425290,,,,,,,,,,,,,,,,,,,,,,INCA MAKI sushi bar,,08000,lrai_15@hotmail.com,Inka maki,,,http://www.incamaki.pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9768495 -13.5214174),30971315,5.983719578755349e-05
6741239164,node/6741239164,node,restaurant,,,,POINT (-71.98502139999999 -13.518251),,,,,,,,,,,,,,peruvian,,,,San Vicente,,,,,Cena 5 soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98502139999999 -13.518251),30986585,0.0003029499793742199
6762020885,node/6762020885,node,restaurant,,El Reencuentro,,POINT (-71.9765293 -13.512626),,,,,,,,,,,,,,peruvian,wlan,,353,Tandapata,+51 984962223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9765293 -13.512626),4458678020,0.0018075555925048167
6791408985,node/6791408985,node,restaurant,,Avocado toast & more,Mo-Sa 10:00-19:00,POINT (-71.9764507 -13.5170221),,,,,,,,,,,,,,peruvian,wlan,,366,Santa Catalina Ancha,+51 993093675,,,,,,,,,,,,,,,,,,,,,,,,,avocadocusco@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9764507 -13.5170221),30983949,0.000300585561858041
